,comment,toxic
141,"У тебя воображение - так себе
",5.0
142,"А расскажите, как вы каталогизируете каналы на ютубе? У меня куча научпопных каналов, технических, музыкальных, новостных. И они все с пермежку идут. Охота их как-то по категориям распихать, чтобы потом искать проще. Может костыли какие есть? Родной интерфейс ютуба группирует только контент, но не источники.
",0.0
143,"А вы похоже тоже из этих? Не буду, пожалуй, вам ничего писать, вдруг вы заразны.
",5.0
144,"1) ещё раз повторюсь, самооборона, или пропитание это одно. и обоих вышеперечисленных случаях животное не испытывает страданий, или испытывает их по минимуму. Я не покупаю мясо собаки в магазине. Убийство абсолютно невиновных конкретных животных, продиктованное просто дебильными убеждениями, которые в свою очередь продиктованы просто желанием убивать, Но на людей очка не хватает - это прямое показание к химической кастрации данного индивидуума, а также обезглавливание при повторении подобного эпизода. 2) даже если ты очень хороший борец, и это видно издалека, я я, если бы увидел как ты причиняешь вред животному, Я бы уничтожил тебя. Если я, даже сидя на диване, или гуляю на улице увижу подобную мразь, ей будет так же больно, как животным.
",6.0
145,"ТысячЬ? Математик он может и хороший но с русским напряг
",5.0
146,"Эй, слющяй, чо оскорбляешь срязю?
",1.0
147,"Даже в моей 17к (!!!) мухосрани в сибири есть чеченцы и даги. Пару лет назад одного русачка пришили за то что жену чеченца ебал. Пекут по-тихому свою шаурму, обувь ремонтируют, на стройках шабашат Наташ поябывают, в диаспоры объединяются, чтобы рюсню набутыливать.
",1.0
148,"Мерзкий, тупой но сука смешной
",6.0
149,"Какую ещё нахуй правоту ? Ты сказал, что правый и за мораль и всё такое, я тебе предъявил мол есть ли у тебя семья жена. Ты начал маняврировать, что то про кукан. Где я слился то, питушок ?
",4.0
150,"разыгрывали 4000 рублей ( 2000)
",0.0
151,"Гомофобия - это искусственная конструкция. И если вы к ней как-то относитесь, то вы просто внушаемый. Остерегайтесь цыган.
",0.0
152,"моча сюда не заходит И как привлекать их внимание? Флешмоб организовать что-ли? Если будешь надоедать моче борьбой с поехавшим, то сам будешь не сильно отличаться от поехавшего. Спейсачерам просто пора научиться игнорировать этого идиота и просто бампать другие треды, вместо того чтобы отвечать шизику. Всё равно никто не хочет с ним говорить, но у него реально в голове иллюзия создается, что он какой-то интересный человек, хотя по сути ему на лицо ссут, а он думает что с ним нормально общаются. Я думаю с ним в жизни никто не общается и даже когда ему на лицо ссут, банят, посылают нахуй, он думает что это общение и радуется как ребенок.
",6.0
153,"Пойдешь за зарплатой, вазелин захвати, так дружеский совет....
",0.0
154,"Плюс очевидны: - хорошая, стабильная зарплата Во-первых, з п в пидорахотугриках, а не деньгах. С 2013 года военные стали получать в 2 раза меньше. За риск для жизни и дискомфорт - плата уровня чистильщика сортиров в Алабаме. - соцпакет, льготное жилье Соцпакет вида отдых на пидорахокурортах . С соответственным контингентом (такие же вояки, чинари и бюджетники). Льготное жилье в помоечных человейниках. Свой дом или квартиру в сталинке по военной ипотеке не взять. - ранний выход на пенсию Это единственный плюс. Но, во-первых, уж поверь, государство позаботится, чтобы к 40 годам здоровья у тебя осталось мало. Ну и во-вторых, хорошо быть писарем в штабе, кинологом, паспортистом и т.д., тем, кто не ходит под пули. - уважение от общества, респектос от приличных людей Щас бы волноваться об уважении со стороны пидорах из скотоублюдии, лол. И это только малое количество минусов. О них подробнее: - Удаленные части и гарнизоны. Дохуя в ч за полярным кругом, посреди всяких лесов и в мелких провинциальных городков, где делать нехуй. Пока твои сверстники живут в ДС ДС2, в относительной цивилизации, ты мерзнешь в -30 и покупаешь помидоры по 300 рублей. - Дискомфортные условия службы. Техника спроектирована так, чтобы тебе хотелось побыстрее погибнуть в бою, форма неудобный мешок, хочешь удобства - покупай свои берцы, свои майки-футболки и т.д. Офисные стулья самые дешевые, геморрой и сколиоз придут скоро. Командиры наглухо отбитые, на одного нормального офицера 10 разчеловеченных ублюдков, которые доят на деньги и ресурсы как срочников, так и коллег-офицеров. - Вероятность подохнуть. И ладно бы за правое дело, но по факту подохнешь в очередной Сирии, в качестве ихтамнета-отпускника. Семью кинут на выплаты и прикажут молчать. - Круговая порука. Солдаты и офицеры регулярно отмачивают какую-нибудь хуйню, типа ограблений, пьяных драк, изнасилований. Наказать их можно только если у потерпевшего есть связи выше, чем их крыша. Тебе придется на все это смотреть, и с этими людьми тебе служить. В итоге, через 20 лет выслуги мы получаем туповато-инфантильную пидорашку, неспособную ни на что, кроме охраны Пятерочки школы стоянки, ну или в лучшем случае членства в очередной ОПГ, состоящей из силовиков.
",0.0
155,"Двач, почему тян такие тупые? С ними же просто не о чем поговорить... Они не могут поддержать разговор ни о философии, ни об устройстве Российской Империи в начале XX века. Я увлекаюсь поэзией, литературой, языками, читал в оригинале Ницше и Гегеля, но разговор с тянками все равно не клеится... Ни одна девушка не смогла развить тему о немецкой экономике конца XIX века и предпосылках для начала первой мировой войны. Почему они настолько тупее меня, что мне не дают? Я же такой умный, что ходил два года в качалку, но не набрал ни грамма массы - все уходит в гениальный мозг. Где найти ламповую 10 10 няшу с накачанной задницей и упругими сиськами, чтобы обсудить с ней культурно-социальные аспекты Речи Посполитой и влияние католической церкви на внутреннюю экономическую политику оной? Почему они все тупые животные, которые мне не дают? Двач?!
",6.0
156,"Я, дурачок, купил. Игра гавно, однообразно как и все последние высеры биотех, упоминание в посте Dragon age - origins, кощунственно.
",0.0
157,"Что она у тебя такая жирная? На шаверму её готовишь?
",0.0
158,"хорошо тут все ясно а теперь поясни мне за то что он кладет на репорты за шитпостинг и нерелейтед. айробусом дедом, лизон создали тред, карине создали тред, оляше создали тред, так какого хуя этим ебланам треды отдельные не создать? какого хуя ты тут чертила свой рот открываешь, тварь малолетняя, вот из за таких как ты уебанов все и скатилось в гавно, потому что черта этого никто не репортит, а такие говноеды как ты все сливают в парашу
",5.0
159,"Эм, нет, если сравнивать то это не ты на своей кухне гадишь а на твоей кухне гадит либо твой сосед по коммуналке либо вообще незнакомый тебе человек. Бандит никогда своим не будет. Разницы между своим и чужим бандитом, как и между своим и чужим капиталистом, нет.
",0.0
160,"Ты троллишь? Если ты такой правильный - плати мне репарации. Точно репарации, а не материнский капитал, ссуду или стипендию? Просто репарация - это по факту штраф за проёбанную войну от одно государства другому. Да и по международному праву, официальный приемник СССР - Российская Федерация. Так что, как переедешь на Аляску, можешь смело писать заявление в международный суд на РФ, чтобы тебе вернули 3 прадедовы коровы. Документы, подтверждающие собственность-то, остались?
",4.0
161,"У тебя видать тоже кость широкая.
",5.0
162,"Ну так, вообще, пиздеть - это трепаться о чем-либо, а пиздИть - врать.
",0.0
163,"Что ни рейтинг, так начинается: Аааа... Ну понятно, опять всё куплено. Опять Россию обижают. Верить ничему нельзя. Откуда это ощущение такой невероятной собственной важности? Почему кто-то реально считает, что всем не насрать конкретно на Россию? Откуда мнение, что все эти Амнести интернейшнл, Блумберг, МБР, Трансперенси интернейшнл и прочие только и думают о том, как бы представить нашу страну в плохом свете? P.S. Вы проверили? У вас есть другие данные? Тогда, вероятно, стоит ими поделиться, чтобы этот ужасный поклёп разбить в пух и прах, вы так не считаете?
",4.0
164,"жители Украины------ украинцы, а не хохлы
",0.0
165,"Опущ, ты везде багорт видишь?
",5.0
166,"Качок дуболом это я так понимаю голубочкин, блогер это евген, а тщедушный бездарь это кто?
",0.0
167,"Короче, ты либо заряженный либо раб и жить тебе всегда обворованым
",5.0
168,"Так же как бандосов. Есть авторитетный человек которому доверяют оба уголовника, тот их и судит.
",0.0
169,"Это 60р в час выходит? Чето дорого капец. В Казани в 1999-2000 году, помню, час игры на Сеге стоил 12 рублей, на PS1 - 15 рублей, а за 20 можно было целый час рубиться в компьютер. Джойстики для Сеги тогда стоили 60-70 рублей. И Мегадрайв в 1999 году мне купили, как сейчас помню, за 690 рублей. ХЗ где автор нашел ее аж за полтора косаря.
",0.0
170,"59 год Выходы на орбиту Вы батенька, даун.
",5.0
171,"Так это же католики. Католики в Бульбастане это как правило в большинстве отбитые змагары и адепты утопической польши и они против любого действия властей, даже если гражданам будут выдавать каждый месяц по 10к баксов то они будут против
",4.0
172,"Правильно разбомбили сербских уродов. Жаль что не истребили их всех
",1.0
173,"Юный? Вы, наверное, совсем читать не умеете, смотрите в монитор, а видите хуету вашего мировозрения. Прежде, чем пиздеть, глянули бы всю ветку коментов и с чего всё началось. Кстати, хуею с двуличности пикабу, я обращался к опоненту на вы он мне с какого-то хуя начал тыкать , я его осадил, причём опять-же, на вы и я ещё и неправ. Вот уж днйствительно, собрание малолетних психопатов.
",5.0
174,"Ну там то сказано, что нужно отступить 500 мм от горючих материалов и описан один способ, как уменьшить это расстояние, но он мне не подходит.
",0.0
175,"на Хабре твой пост, MR VF ?
",0.0
176,"А, не, можешь не мыться. Думаю, твоя подзалупная хтонь, которую экономная тянка непременно соберет в баночку, а потом щедро заправит ею твой борщ, отлично дополнит вкус блюда, придаст ему пикантности, так сказать.
",5.0
177,"Так ты ещё и антисемит примитивный? Как же всё запущено...
",5.0
178,"Какой долбоеб так обжигает хохлов? Тушку бендеровца надо накрыть сеном и оно должно не гореть, а тлеть. Тогда шкурка киборга нормально пропечется и у сала будет нормальный вкус.
",1.0
179,"А в нашей современности возможна ли более-менее устойчивая и самодостаточная промышленная экономика, ориентированная только на внутренний рынок и основанная только на собственных технологиях? Сомневаюсь. Разве что Иран может быть примером, но и то, при первой же возможности он постарался вернуться на мировой рынок. Северную Корею не считаем, понятно. Напоминаю, Венесуэла отрезана от мировых рынков. Это попросту вранье. Трындец в экономике там идет с 2014 года, при этом Венесуэла до января 2019 (!!!) года преспокойно продавала нефть в США. Только месяц назад ее отрезали от нефтяного рынка США, но никто не мешает Венесуэле продавать нефть в другие страны и покупать товары и технологии в любом месте мира.
",0.0
180,"Я описал разницу и конкретные причины, по которым твои претензии к ним не относятся. Ты опять соскальзываешь с темы как содомит искупавшийся в оливковом масле. Давай по делу, сисадмин.
",5.0
181,"Создал тут тхреад в b 192441781 Как оказалось, ЛГБТ пропаганда в б кажется унылой и слишком обильной не только мне. Как насчёт пидорнуть все гее би треды из b в ga? Хуле они тут у себя филиал открыли? Заебали притеснять натуралов. Давайте я поясню. Пидоротреды унылы и неприятны, и их крайне много. Это заебало. Если куклоебов и пониебоы пидорнули, почему пидоров нельзя пидорнуть? Пониебы всех заебали - их пидорнули Куклоебы всех заебали - их пидорнули Пидоротреды заебали меня, я интересуюсь, сколько ещё анонов заебались их видить нонстоп 24 7 на главной. Если нас будет много - можно и пидорнуть, я считаю. Для них есть целый раздел, или 2-3 даже. Но все равно постоянно это лезет на главную в b. ДОКОЛЕ?
",6.0
182,"хохлы такие забавные, если кто-то высказывает мнение, отличное от мнения партии, то он КРЕМЛЕБОТ ИЗ ОЛЬГИНО, ПРОПУТИНСКИЙ СЕПАР etc
",1.0
183,"Ларин клоун, тату на ебле сделал, не шарит в науке и прочем
",6.0
184,"интересно, у тебя отсутствует эмпатия к убитым мирным жителям донбасса потому что тебя таким воспитали или ты просто говнюк от рождения?
",0.0
185,"Раз уж вакханалия продолжается, давайте в этом треде продолжать собирать ворох банов. Копирую из прошлого треда отсюда и из ответов к нему: Ошибка: Постинг запрещён. Бан: 1067637. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Втр Янв 22 22:00:00 2019. В новом аниме-треде ( завелся один сумасшедший модератор, который удаляет видео, а затем банит пользователей за справедливые вопросы о причине удаления данных видео по надуманным причинам вроде злоупотребления трипкодом аватаркой или обсуждения модерации вне d . Я - один из тех, кто попал под его раздачу. Поэтому, в связи с этим, требую немедленно разбанить меня и остальных, кто стал жертвой модераторского произвола и изгнать с должности модератора этого человека, он профнепригоден. Ошибка постинга: Постинг запрещён. Бан: 1068596. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Какая блядь аватарка, вы в глаза долбитесь? Спасибо Абу. Ошибка постинга: Постинг запрещён. Бан: 1068457. Причина: b 2 - Аватаркочатики в 2d !b. О каких аватаркочатиках может идти речь? Какое 2d я там не был в жизни. Я общался с аноном без пикч на тему треда! Уже и тут пообщатся нельзя? Разбаньте позязя. Несправедливый бан: Постинг запрещён. Бан: 1068078. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Срд Янв 23 22:00:00 2019. Попросил скинуть вебмки по K-on! Анон скинул, я сказал спасибо. Забанили и меня и его. А ещё общалую НЕСПРАВЕДЛИВЫЙ бан. Бан: 1068350. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Бан: 1068074. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Срд Янв 23 22:00:00 2019. Какого хрена мочух банит анонов в Аниме тредах по своему желанию и по пизданутым причинам? Error: Постинг запрещён. Бан: 1068344. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Втр Янв 22 22:00:00 2019. Только что запостил две вебм в вебм тред b , разной тематики, не связанные друг с другом, посты вообще были без текста и трипкода. После второй вебм улетел в бан, тред видимо после этого тоже потёрли. Какое злоупотребление? Может стоит пересмотреть бан? И дебилов которые их выписывают. Постинг запрещён. Бан: 1068070. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b Вы че, ебанутые? Понабрали даунов из вбыдлятне. Это было не аватарка. Меня анон попросил скинуть вебм, что я и сделал. Никаких аватарок и чатиков . Постинг запрещён. Бан: 1067881. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Что за логика у мочи? какая в жопу аватарка? какое злоупотребление пасскодом?! Да, постил я там по одному видео, но это b там и бессмыслицу можно постить, да и никто не жаловался на меня, не писал в треде у бля пошёл на хуй или репортну . Значит если я капчевал капчу с такой же скоростью, то меня не забанили бы? Я деньги вам дал, чтобы эту херню сломанную отменить, а в итоге я получаю пиздюлей только потому, что у меня пасскод предупредил анонов, что они могут получить бан написав что-то в треде. Ошибка постинга: Постинг запрещён. Бан: 1068099. Причина: M Общее 5 - Обсуждение модерации вне d !b. Почему предупреждение посчитал обсуждением модерации? 2ch.hk b res 190040136.html 190040136 Ошибка постинга: Постинг запрещён. Бан: 1068361. Причина: M Общее 5 - Обсуждение модерации вне d !b. Истекает: Втр Янв 22 22:00:00 2019. Обсуждения, КСТАТИ ГОВОРЯ, не было, был скрин, твоего удалённого сообщения. Выпей уже свои таблетки и не заходи на двач. Что за бред какое обсуждение модерации? Я обсуждал аниме-конфоблядей и просто сказал что не застал их. Ошибка постинга: Постинг запрещён. Бан: 1068363. Причина: M Общее 5 - Обсуждение модерации вне d !b. Истекает: Втр Янв 22 22:00:00 Ошибка постинга: Постинг запрещён. Бан: 1069746. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Ошибка постинга: Постинг запрещён. Бан: 1069608. Причина: Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Запостил одну шебм, ахуенно Ошибка постинга: Постинг запрещён. Бан: 1068589. Причина: M Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Янв 25 22:00:00 2019. Ошибка постинга: Постинг запрещён. Бан: 1072740. Причина: Общее 6 - Злоупотребление трипкодом, аватаркой !b. Истекает: Птн Фев 01 22:00:00 2019. За единственное первое же сообщение в треде
",0.0
186,"Но по факту какой-то быдлогопник создал ОПГ Один хер он продолжит свою деятельность, потому что тема бесконечно актуальная. Рашка таки скатилась в сраное говно. Пора валить отсюда нахуй... Here we go again.
",4.0
187,"Это эрефия) тут 2 метода: 1. сделать говно 2. запретить и бонусный 3. У Хохлов еще хуже
",4.0
188,"В том трансгазе, где я уже лет 7 работаю, сейчас есть только компенсация проезда к месту отдыха (процентов 30, точно не помню). Не РКС, если что. А года до 2014 тоже была компенсация путевки до 85 работнику и до 40 - члену семьи. Процентовка зависела от газового стажа.
",0.0
189,"Девушка, Вы не в себе? Кто мы облажались? Причем тут я и кто-то? Кто должен настучать мне по голове? Я просто увидел, что люди которые яро рвут на себе рубаху в комментах нихрена не знаю своей собственной истории. И рассказал об этом. Но если бы Вы еще умели слушать, помимо того, как изливать свои мысли. Слово оккупант имеет резко негативную коннотацию в любом языке Да? Тогда объясните мне, почему в США есть медаль за службу в оккупационной армии ? Это типа такая медаль позора наверное. Её вручали чтобы гнобить человека. или всё таки нет? именно поэтому из ГСВГ через какое-то время убрали О. Да? А я то думал это было связано с созданием ГДР. Вы такие глупости говорите. Т.е. сразу же после войны, победителей, героев, можно называть оккупационными войсками, а спустя девять лет решили что это очень негативно? Серьезно?
",4.0
190,"С другой стороны, модератора никто не звал, а картинку раз, и удалили.
",0.0
191,"Вижу по твоим старым постам, что ты на этом деле собаку съел) А сам прошёл полностью?
",0.0
192,"Я уже написал, считайте проф деформацией. И можете дальше дрочить на фото одних и тех же хомячков раз в два дня.
",6.0
193,"ряженые кизяки Извинись!
",0.0
194,"типун тебе на язык! Гриллс еще не всех жуков-пауков съел!
",0.0
195,"Пост-эталон малолетнего долбаёба.
",6.0
196,"я тебе не приятель, туша боксёрская
",5.0
197,"Я всё ещё жду пруф на то, что твоё между рядами вне закона. Я всё ещё жду пруфы на то, в чем ты меня обвиняешь как в реале, так и в том, что я здесь писал. Я жду пруфы твоим заявлениям. Особенно интересуют пруфы моей езды. Ну так кто здесь пиздобол?
",5.0
198,"Вы просто латентный веган
",5.0
199,"эта мразота терроризирует треды более двух лет, вниманиеблядствует и потешается над анонами. Пруфы того, что в треды срет один и тот же человек, потешается над анонами и злоупотребляет бездействием модераторов . эти вебмки сделаны им Его тред, куда он срал своими скримерами поискав по метадате, можно найти десятки тредов, куда он срал своими скримерами, по 15-20 штук в треде. Пруфы засирания тредов , к примеру. Поиском можно найти намного больше 2 вебм начало 1:19 0:49 и 3:57 3:16 1:23 Пруфы многократных жалоб от анонов на деятельность этого серуна ПРИМИТЕ МЕРЫ БЛЯДЬ!!!!!!
",6.0
200,"Ты на сосаче, не нужно каргокультить тут форчок, это выглядит уебищно. Пиши по-русски жиды.
",5.0
201,"- Ты кого тут тупым быком обозвал? А ну ка!
",5.0
202,"Подхрюкивающий, держи за прогиб!
",5.0
203,"А разве Хлёбыч скрывал, что он - шлюха?
",6.0
204,"А я готовлю почти также, только сахар не использую вообще, а вместо него добавляю в фарш изюм - получается вкусно. Ну и без яйца в конце (хотя зачетно должно быть, только вряд ли совместимо с изюмом, надо будет попробовать так).
",0.0
205,"Танкисты пидарасы танкисты хуесосы танкисты долбоебы конченые
",6.0
206,"По-моему большая часть фанатов Казимирко (уже бывших), не поддерживала рузге мир и лугандон. Откуда сюда ватники понабежали
",4.0
207,"Религиозным можно быть по-разному. Я не говорю, что в той же самой пиндосии нет упоротых на религии долбоёбов, они есть везде, ибо религия в принципе к этому располагает. Просто у нас тут по этой теме как с цепи сорвались, а государство с церковниками, почуяв выгоду, старательно масла в огонь подливают.
",6.0
208,"Это же для школьниц и школьников. Там на полные ставки рассчитывать не стоит. Не все дети из обеспеченных семей. Но и по времени там час не всегда нужен. Максимум 30 минут девочка и 10 минут мальчик. Я выставляю такие тарифы. По классике ещё, в принципе, можно поторговаться.
",6.0
209,"Оправдываться империалисту тем, что захватили кого-то из-за того, что они нападали на нас, грабили, поганая ложь. Примеры я выше привел, империалисты кровожадные звери, ненасытные. Собственно примеров куча. Россия переселяет казаков на границу. Ха-ха, уж про этих то не надо. Эти то отлично в истории отметились. Как каратели, захватчики, грабители.
",0.0
210,"У меня вопрос к ТС. Отец поехал покупать.... А почему вы не посмотрели на офиц.сайте цену Лады Весты. Один клик мышки и цена комплектации Комфорт от 667 900 руб. Если сильно занижена цена, то 100 обман, вы же это понимаете. Выручайте теперь отца, нанимайте юриста.
",0.0
211,"Иди на почту до востребования
",0.0
212,"Не скажи, в дурку из-за неё он заехал. Галя - классический мозгоёб, в добавок никогда не признающий своей вины. Но истинная причина помешательства останется загадкой.
",0.0
213,"Стесняюсь спросить, а вы что, после трепанации без шапки стояли? Обморозить участок мозга, знаете ли, непростой челлендж. Нужно либо черепную коробку вскрыть, либо сначала обморозить все, а затем и мозг в конце обморозится
",0.0
214,"Блять, вот хохлы везде Россию приплетают, а вот кремлеботы везде хохлов пытаются приплести.
",1.0
